client,cc_predicted_probability,cc_predicted_revenue,cc_expected_revenue,cl_predicted_probability,cl_predicted_revenue,cl_expected_revenue,mf_predicted_probability,mf_predicted_revenue,mf_expected_revenue
1009,0.5417222,4.6243033,0.0,0.2590031,10.897193,0.0,0.4975227,2.116739,0.0
460,0.4015384,4.365179,0.0,0.80073357,10.288014,8.237959,0.5896574,4.993891,0.0
925,0.2236165,3.9409525,0.0,0.56994486,10.833893,0.0,0.37652028,1.930834,0.0
886,0.81401837,4.3613596,3.550227,0.73369867,11.224426,8.235347,0.52942866,3.9682841,0.0
379,0.4236134,3.9068758,0.0,0.37522486,10.962014,0.0,0.57337976,3.2060246,0.0
1295,0.3228579,4.631792,0.0,0.85922134,11.21686,9.637765,0.34751046,3.681119,0.0
257,0.29309306,4.6475635,0.0,0.18992487,11.055821,0.0,0.5579686,2.93517,0.0
10,0.39112863,4.731722,0.0,0.33614415,10.743036,0.0,0.44191766,3.2060246,0.0
834,0.5654874,5.587966,0.0,0.3856498,10.275562,0.0,0.35874963,2.8344023,0.0
155,0.17643839,4.7327447,0.0,0.5812516,10.869911,0.0,0.38662583,2.6466496,0.0
1541,0.56281495,4.752206,0.0,0.29467154,10.296674,0.0,0.45238638,2.1529605,0.0
293,0.13020626,4.9781146,0.0,0.5396396,11.226101,0.0,0.37249994,1.693443,0.0
312,0.52478266,4.2752275,0.0,0.22978413,11.187316,0.0,0.31871787,3.3622267,0.0
616,0.3041895,4.70562,0.0,0.3230743,10.351912,0.0,0.46071255,3.2060246,0.0
1250,0.28971246,3.7286096,0.0,0.47514677,10.961239,0.0,0.4504558,3.1310463,0.0
239,0.4489388,4.003754,0.0,0.6627006,10.714466,0.0,0.5299898,3.074527,0.0
1332,0.26328975,4.501507,0.0,0.6864977,10.488512,0.0,0.42841372,3.7401235,0.0
1072,0.38140032,4.2650037,0.0,0.29793054,10.9931345,0.0,0.40559626,2.98286,0.0
1132,0.3387935,4.5889354,0.0,0.5199931,11.211893,0.0,0.6060963,1.3768005,0.0
318,0.20880385,4.9538627,0.0,0.4779091,10.351912,0.0,0.3944519,3.2060246,0.0
1207,0.19115381,4.431401,0.0,0.47731757,10.410647,0.0,0.5807075,3.0130277,0.0
188,0.2451502,3.8718994,0.0,0.32628104,11.137834,0.0,0.5932558,3.3564234,0.0
1082,0.42496833,3.7064393,0.0,0.7549067,10.285494,7.7645884,0.35874963,2.7715666,0.0
1497,0.53829926,3.8017175,0.0,0.60045993,10.962762,0.0,0.5083743,2.5064757,0.0
748,0.66389877,3.7481332,0.0,0.41092613,10.875541,0.0,0.45238638,1.7891568,0.0
347,0.43669525,4.5658107,0.0,0.4877971,10.378452,0.0,0.53109586,1.0594171,0.0
781,0.2292787,4.512316,0.0,0.63519657,10.938887,0.0,0.48009536,1.8511232,0.0
356,0.32981038,4.7553477,0.0,0.35883906,10.774445,0.0,0.4864351,2.0117702,0.0
1211,0.2564211,4.3509274,0.0,0.43666983,10.307343,0.0,0.38615346,2.9646237,0.0
607,0.13864022,4.462792,0.0,0.81516176,11.213453,9.140779,0.7115658,4.0044847,2.8494544
490,0.18621126,5.5556993,0.0,0.72092044,10.524212,7.5871196,0.40075964,3.1293683,0.0
1508,0.3918928,4.9037533,0.0,0.4118317,11.090484,0.0,0.46071255,3.2060246,0.0
635,0.6221221,4.395837,0.0,0.44160795,10.373191,0.0,0.51675856,3.2060246,0.0
1553,0.119859695,5.4209213,0.0,0.45404276,11.212211,0.0,0.72220963,4.7759156,3.4492123
1448,0.23863494,4.003754,0.0,0.70193523,10.272111,0.0,0.3944519,3.2060246,0.0
1433,0.18917224,4.7907186,0.0,0.33005214,10.851988,0.0,0.3548859,3.0366652,0.0
1050,0.605317,5.037576,0.0,0.45978075,10.724334,0.0,0.58945906,3.0868695,0.0
1028,0.22056627,4.7943597,0.0,0.35605615,11.226101,0.0,0.36456522,2.1487603,0.0
274,0.07209925,4.436989,0.0,0.30297104,10.369229,0.0,0.51716906,3.1016483,0.0
690,0.36361963,3.9973712,0.0,0.381024,10.769704,0.0,0.46071255,3.2060246,0.0
660,0.29714456,5.071245,0.0,0.2735109,10.4620495,0.0,0.42537606,2.9690957,0.0
1007,0.4551388,4.6243033,0.0,0.28274447,11.173448,0.0,0.732607,1.9319011,1.4153243
1241,0.827457,3.505398,2.900566,0.6376392,11.143732,0.0,0.3944519,3.0957456,0.0
592,0.76109517,4.2001634,3.196724,0.54321736,10.524546,0.0,0.4504558,3.8605652,0.0
32,0.27441752,4.115318,0.0,0.4262283,10.718826,0.0,0.436897,4.8599586,0.0
141,0.5686136,4.283331,0.0,0.59717035,11.228112,0.0,0.544836,3.2298062,0.0
1390,0.65277636,4.1289043,0.0,0.4155079,10.296674,0.0,0.48869988,3.0843,0.0
976,0.5722552,4.1289043,0.0,0.4987277,11.191407,0.0,0.63342255,3.0629494,0.0
511,0.25500605,5.3920836,0.0,0.4751344,10.30384,0.0,0.41754842,5.6074576,0.0
386,0.4164799,3.9363592,0.0,0.24337544,11.209497,0.0,0.46048504,2.6550539,0.0
852,0.15596208,4.8929725,0.0,0.85226834,11.186735,9.534101,0.38645864,2.9404469,0.0
765,0.49440947,4.1109486,0.0,0.54440445,11.219141,0.0,0.46505138,2.4683661,0.0
1336,0.60419816,3.943544,0.0,0.33269927,11.227086,0.0,0.46071255,3.1252646,0.0
1114,0.15813486,4.490427,0.0,0.35543394,10.339327,0.0,0.4440407,2.185756,0.0
431,0.3878962,4.0609217,0.0,0.67240864,10.296674,0.0,0.3944519,3.2060246,0.0
603,0.46437103,4.628527,0.0,0.4825703,11.177651,0.0,0.44191766,3.2060246,0.0
367,0.5643015,4.1942887,0.0,0.29248098,10.27668,0.0,0.48267168,3.074527,0.0
435,0.15826812,4.1254783,0.0,0.5614021,10.708428,0.0,0.41333356,5.3692822,0.0
63,0.38883853,4.6296735,0.0,0.3670324,10.525529,0.0,0.4975227,3.5603037,0.0
870,0.4255544,4.0038476,0.0,0.47985542,10.601208,0.0,0.3944519,3.2352943,0.0
1512,0.36260957,4.3413343,0.0,0.35521123,10.303342,0.0,0.5232163,2.117165,0.0
707,0.21083124,4.6035576,0.0,0.44649315,10.438343,0.0,0.46071255,3.2060246,0.0
923,0.63696116,4.6287155,0.0,0.5604866,11.101639,0.0,0.53280306,2.5340014,0.0
842,0.30229518,3.5186183,0.0,0.4688045,10.769704,0.0,0.47716618,3.2060246,0.0
401,0.48546478,4.461825,0.0,0.47276735,10.359765,0.0,0.39998123,1.5824779,0.0
1478,0.25411233,3.7978725,0.0,0.41057777,11.160508,0.0,0.6040343,2.0780895,0.0
1339,0.5470923,3.846212,0.0,0.38059247,10.441344,0.0,0.45029777,3.1905346,0.0
841,0.509756,5.228758,0.0,0.3510322,10.714466,0.0,0.46071255,3.2060246,0.0
1181,0.22206189,4.310439,0.0,0.32535687,10.438343,0.0,0.57337976,1.7533613,0.0
565,0.30259472,4.967824,0.0,0.6450076,10.738941,0.0,0.38878226,2.69018,0.0
532,0.545722,3.8613536,0.0,0.4333279,10.337305,0.0,0.51716906,2.7247257,0.0
1501,0.6620052,4.276985,0.0,0.369748,10.891118,0.0,0.4975227,2.1829948,0.0
811,0.47183096,5.058542,0.0,0.67757344,11.200932,0.0,0.4173099,3.1421545,0.0
296,0.11720933,4.277242,0.0,0.40918624,10.325244,0.0,0.3944519,3.2387562,0.0
1526,0.53643394,3.5869608,0.0,0.29041412,10.272111,0.0,0.47160438,2.117165,0.0
1260,0.76772463,4.0528545,3.1114762,0.43444288,10.720177,0.0,0.45238638,3.1434906,0.0
516,0.4031084,4.5144825,0.0,0.21478547,10.959692,0.0,0.42223582,2.3589244,0.0
999,0.42722586,3.9568775,0.0,0.39785847,10.474724,0.0,0.386465,1.7891568,0.0
1093,0.11277843,4.270878,0.0,0.630586,10.946346,0.0,0.4926315,3.2060246,0.0
485,0.35771388,4.1306553,0.0,0.87937933,10.613503,9.333296,0.36636505,3.03975,0.0
669,0.2696511,4.1645517,0.0,0.34708303,10.392555,0.0,0.42189756,3.637503,0.0
382,0.8675549,4.2567997,3.6930075,0.4882984,10.714466,0.0,0.44191766,3.168188,0.0
175,0.40076447,3.7442107,0.0,0.5737287,10.9559,0.0,0.47610348,2.0946074,0.0
1445,0.5233406,4.23309,0.0,0.35027274,11.119054,0.0,0.3944519,3.2060246,0.0
891,0.24352586,3.9780843,0.0,0.51343983,10.537696,0.0,0.3863933,3.5603037,0.0
1589,0.2691612,4.052832,0.0,0.53014654,10.405043,0.0,0.3944519,3.2060246,0.0
145,0.76103854,4.986211,3.7946987,0.50596464,11.145159,0.0,0.38615346,5.0130806,0.0
583,0.2280233,3.5745878,0.0,0.43174568,10.472101,0.0,0.6679921,3.508216,0.0
566,0.08323267,4.5658307,0.0,0.6657233,10.895511,0.0,0.5807075,2.475233,0.0
1331,0.76318103,4.68572,3.5760527,0.5323299,10.373191,0.0,0.46071255,3.255278,0.0
1341,0.45972478,4.4253216,0.0,0.7242836,10.587029,7.6680117,0.642688,2.7247257,0.0
994,0.299198,4.473662,0.0,0.1595534,10.309799,0.0,0.4975227,3.2841191,0.0
1280,0.7472856,5.096216,3.808329,0.24356832,10.335355,0.0,0.4864351,3.3528786,0.0
235,0.19181746,4.248838,0.0,0.706931,10.287268,0.0,0.3561343,3.593934,0.0
787,0.3350021,4.5770106,0.0,0.28343385,11.113463,0.0,0.42957094,2.0670176,0.0
1410,0.7772033,3.8863213,3.0204618,0.31442666,10.769704,0.0,0.48267168,3.2060246,0.0
1604,0.4711806,4.40633,0.0,0.4925645,10.592707,0.0,0.5780495,2.7231016,0.0
706,0.61111605,4.380789,0.0,0.7250818,10.92315,7.9201775,0.4850096,3.2745516,0.0
1289,0.15970893,4.2486296,0.0,0.46769205,11.048859,0.0,0.6319449,2.7615254,0.0
340,0.8282757,4.420165,3.6611152,0.3233456,10.349394,0.0,0.40750793,2.2235286,0.0
685,0.38772288,5.1392984,0.0,0.20785931,10.530262,0.0,0.35881972,3.9737144,0.0
1105,0.46688518,4.8495336,0.0,0.23331912,10.733396,0.0,0.40037274,3.2841191,0.0
1480,0.17448132,4.685285,0.0,0.4944074,10.362797,0.0,0.6455129,2.8053434,0.0
70,0.58961,5.180034,0.0,0.4874207,10.339444,0.0,0.42841372,4.7708516,0.0
1349,0.52203953,5.358404,0.0,0.487818,11.165372,0.0,0.4864351,2.0725343,0.0
299,0.49066368,5.2802534,0.0,0.40304923,10.272111,0.0,0.5471535,3.2060246,0.0
152,0.5529591,4.3329263,0.0,0.18143696,10.853991,0.0,0.4975227,3.0121875,0.0
180,0.603571,4.077625,0.0,0.6396255,10.524546,0.0,0.4876355,2.7052631,0.0
1482,0.3001051,3.9643092,0.0,0.6716284,10.308211,0.0,0.5551399,4.3250375,0.0
164,0.2021229,4.9275584,0.0,0.74725735,10.514775,7.857243,0.6040343,2.9011016,0.0
596,0.24030255,4.543169,0.0,0.59551543,10.597655,0.0,0.5039727,2.612821,0.0
224,0.24144359,4.1065497,0.0,0.50460124,10.990733,0.0,0.45100906,3.2060246,0.0
1358,0.5557537,4.045015,0.0,0.79514426,11.125265,8.84619,0.3944519,3.2060246,0.0
559,0.23916174,4.595593,0.0,0.44226527,10.597655,0.0,0.64484715,5.9275136,0.0
1129,0.9113919,4.2198377,3.8459258,0.21894911,10.596461,0.0,0.5821477,1.8516446,0.0
887,0.44134727,4.808033,0.0,0.5028748,11.211893,0.0,0.5926657,4.7403545,0.0
124,0.4474161,4.6428175,0.0,0.27491567,10.555474,0.0,0.44071296,3.6313975,0.0
1251,0.2587952,4.4953585,0.0,0.40233573,10.690059,0.0,0.4106741,3.851821,0.0
724,0.47934327,3.765845,0.0,0.37575534,10.919749,0.0,0.48267168,3.2060246,0.0
965,0.20390913,5.569203,0.0,0.23901135,10.307343,0.0,0.45622972,5.31822,0.0
1204,0.14199413,4.236921,0.0,0.4402498,10.9727,0.0,0.5182044,2.9019783,0.0
1599,0.31742367,4.127743,0.0,0.6674073,10.92315,0.0,0.3944519,3.3721855,0.0
183,0.16953374,4.788913,0.0,0.5741865,10.953466,0.0,0.40559626,1.3450142,0.0
538,0.4501398,5.1522765,0.0,0.3621252,10.339444,0.0,0.42841372,4.6377134,0.0
440,0.12473885,4.104201,0.0,0.49980387,11.206411,0.0,0.44985268,3.1426399,0.0
778,0.3677359,4.675677,0.0,0.3987831,10.514979,0.0,0.43949962,3.716317,0.0
954,0.275913,4.203918,0.0,0.50821334,11.169599,0.0,0.42537606,2.9609601,0.0
759,0.36112863,5.1287827,0.0,0.49390176,10.565846,0.0,0.56630546,3.0588002,0.0
590,0.2932028,3.9739163,0.0,0.25204495,10.373191,0.0,0.46071255,3.2060246,0.0
681,0.24249612,4.6328554,0.0,0.33860448,10.472811,0.0,0.6325124,3.3789303,0.0
307,0.2636685,4.737741,0.0,0.54564124,10.714466,0.0,0.60888815,3.2060246,0.0
375,0.5860805,3.8411543,0.0,0.31728816,10.941984,0.0,0.46071255,3.2387562,0.0
697,0.13552962,3.0488074,0.0,0.59319943,10.281443,0.0,0.6251884,3.9683442,0.0
1127,0.46844187,3.8138545,0.0,0.53625673,10.798554,0.0,0.38832393,1.2869534,0.0
1119,0.14872016,5.4849434,0.0,0.8492939,11.177947,9.493362,0.69501936,1.839807,0.0
332,0.57739085,4.4665637,0.0,0.44482812,10.624789,0.0,0.38832393,3.0313258,0.0
1101,0.3102558,3.9254048,0.0,0.49335536,10.769704,0.0,0.3944519,3.2060246,0.0
688,0.24453937,3.6000774,0.0,0.19274403,10.390153,0.0,0.45100906,3.2335646,0.0
1263,0.49897483,3.3487,0.0,0.4128967,11.210868,0.0,0.32192752,2.1912436,0.0
146,0.47931612,4.66175,0.0,0.51583487,10.413199,0.0,0.5426148,3.8450394,0.0
1145,0.22478795,4.440695,0.0,0.24637681,10.283234,0.0,0.46071255,3.2387562,0.0
54,0.5242621,3.9027781,0.0,0.46694317,10.726021,0.0,0.379606,2.10049,0.0
571,0.37514177,4.3964005,0.0,0.6278958,10.848753,0.0,0.44071296,5.4447174,0.0
19,0.9355503,4.919564,4.602499,0.3198439,11.02577,0.0,0.41001898,2.1555624,0.0
1447,0.70100105,4.0277634,0.0,0.57359844,10.688303,0.0,0.47716618,3.211766,0.0
794,0.06694875,4.4745502,0.0,0.7139348,10.309985,7.360657,0.5505449,2.5883167,0.0
1185,0.31512836,4.0429745,0.0,0.5846756,11.223294,0.0,0.40410748,2.6908069,0.0
1588,0.86104697,3.884875,3.3450599,0.23123421,10.974454,0.0,0.41719446,4.002757,0.0
768,0.075753935,4.4887424,0.0,0.44055682,11.224426,0.0,0.35874963,2.3789175,0.0
959,0.32136264,3.9792237,0.0,0.26058644,10.325244,0.0,0.51675856,3.2060246,0.0
524,0.28329453,5.031359,0.0,0.86099464,10.513847,9.052366,0.5299898,3.2335646,0.0
1257,0.54790217,4.250582,0.0,0.52483946,11.034944,0.0,0.38662583,2.057617,0.0
403,0.19992976,4.2284646,0.0,0.60995,11.207486,0.0,0.40924144,4.554666,0.0
496,0.20497967,4.1064405,0.0,0.6036198,11.09162,0.0,0.5807075,1.830478,0.0
358,0.50409096,3.944039,0.0,0.40502432,10.296674,0.0,0.48267168,3.2387562,0.0
458,0.4858708,4.2567997,0.0,0.5823051,10.7620945,0.0,0.44191766,3.168188,0.0
16,0.7561232,4.361665,3.2979558,0.4450031,11.139321,0.0,0.40820372,2.680611,0.0
289,0.71209335,4.235834,3.0163093,0.2547309,11.228001,0.0,0.4975227,2.1773021,0.0
196,0.3979932,5.4541607,0.0,0.1140046,10.286455,0.0,0.31999254,3.6668353,0.0
654,0.14154507,3.8276339,0.0,0.65566534,10.850313,0.0,0.52942866,2.8616524,0.0
1222,0.8156984,3.9203174,3.1977966,0.4418413,10.61543,0.0,0.35673878,3.9602845,0.0
1377,0.26403105,3.526642,0.0,0.34265962,10.959449,0.0,0.41633505,2.4536726,0.0
121,0.32094938,4.915433,0.0,0.48221403,10.275562,0.0,0.6108205,3.4333377,0.0
996,0.30096057,3.8251383,0.0,0.22188793,11.028277,0.0,0.4864351,2.0725343,0.0
333,0.3381401,4.195669,0.0,0.7695914,11.146977,8.578618,0.40559626,3.7197735,0.0
1076,0.8656857,4.151268,3.5936933,0.5988471,10.734216,0.0,0.36636505,3.1921756,0.0
364,0.5429163,3.5523021,0.0,0.52899575,10.33773,0.0,0.32854697,5.54427,0.0
1110,0.3037631,4.1959577,0.0,0.52105993,10.285494,0.0,0.42841372,5.504234,0.0
1385,0.5259518,4.557831,0.0,0.53676367,10.313578,0.0,0.4864351,2.3515909,0.0
463,0.24023482,4.008629,0.0,0.1928725,10.351912,0.0,0.48267168,3.2060246,0.0
620,0.446924,4.23309,0.0,0.4554627,10.743036,0.0,0.42227426,3.2060246,0.0
429,0.5243923,4.277862,0.0,0.2362476,10.383821,0.0,0.4803184,2.7685716,0.0
783,0.4825333,3.6180744,0.0,0.46259373,11.219141,0.0,0.36636505,2.8729768,0.0
1063,0.3536292,4.3622985,0.0,0.7312944,11.215442,8.20179,0.3944519,3.149351,0.0
1095,0.2596807,5.25645,0.0,0.66973233,10.597655,0.0,0.6340243,4.716976,0.0
1039,0.65180504,4.574776,0.0,0.56980115,10.544695,0.0,0.427601,2.927764,0.0
411,0.8723563,3.8529534,3.361148,0.42905453,10.307343,0.0,0.608214,5.4675603,0.0
381,0.25634047,4.0035753,0.0,0.53159165,10.451933,0.0,0.5087851,2.4868293,0.0
1489,0.44681755,4.2092795,0.0,0.36323875,10.606138,0.0,0.38832393,1.6827931,0.0
138,0.6096894,5.1003013,0.0,0.30332354,10.344691,0.0,0.4975227,2.2951112,0.0
101,0.46252838,5.5163536,0.0,0.17664188,10.535653,0.0,0.46071255,4.1448145,0.0
1281,0.45181563,3.7286096,0.0,0.23984116,11.027638,0.0,0.379606,3.1476772,0.0
866,0.39796096,4.4782276,0.0,0.47428766,10.529706,0.0,0.6108205,3.8783982,0.0
948,0.31903124,4.2980604,0.0,0.83370656,10.286037,8.575537,0.3964557,4.334298,0.0
513,0.75120926,4.537555,3.4086535,0.3348238,10.558924,0.0,0.48913464,1.3575217,0.0
153,0.37618393,3.9308462,0.0,0.13370463,10.9234915,0.0,0.43667096,2.1541858,0.0
987,0.5607584,4.88895,0.0,0.5350135,11.201964,0.0,0.58725274,4.60342,0.0
727,0.5574031,3.7548795,0.0,0.5248066,11.062093,0.0,0.379606,2.8685868,0.0
487,0.28532067,3.9245846,0.0,0.22352497,10.5024605,0.0,0.53158075,3.2473514,0.0
476,0.49291912,4.2861915,0.0,0.3091852,10.679818,0.0,0.5821477,3.662478,0.0
197,0.8620403,3.8895552,3.3529532,0.33535922,11.057951,0.0,0.6578405,2.6756907,0.0
1416,0.19204415,4.355304,0.0,0.24917622,10.335764,0.0,0.6073371,2.9038436,0.0
991,0.092339754,3.3130913,0.0,0.3884088,11.157757,0.0,0.6186951,3.4950826,0.0
1278,0.8419247,3.6021247,3.032718,0.17002195,10.677143,0.0,0.34038287,5.5461063,0.0
229,0.5243594,4.701186,0.0,0.36825386,10.582373,0.0,0.46071255,3.074527,0.0
161,0.5527545,3.9607937,0.0,0.3156524,10.562422,0.0,0.48267168,3.2060246,0.0
1069,0.53212535,5.256606,0.0,0.40940315,11.1579075,0.0,0.3905431,1.8259559,0.0
1240,0.59565324,4.101553,0.0,0.63295066,10.328139,0.0,0.5587706,2.7354486,0.0
1419,0.42974293,3.9856126,0.0,0.26706436,10.846988,0.0,0.42721668,1.8772687,0.0
647,0.2629084,4.1441855,0.0,0.38087717,10.324442,0.0,0.46071255,3.0957456,0.0
710,0.34908143,4.8259153,0.0,0.8715226,10.524548,9.172381,0.54763824,2.4995823,0.0
656,0.38230202,4.619569,0.0,0.26065117,10.935979,0.0,0.31871787,3.3527143,0.0
1530,0.3968833,5.031359,0.0,0.6630244,10.342299,0.0,0.3863933,2.5054908,0.0
1343,0.42384142,4.629376,0.0,0.6555088,10.344507,0.0,0.39996496,4.4727974,0.0
1359,0.6151648,3.917575,0.0,0.18265313,10.769704,0.0,0.47160438,1.5112085,0.0
1468,0.3958782,4.781961,0.0,0.26166344,10.296674,0.0,0.49653703,3.2387562,0.0
1057,0.23254271,4.49314,0.0,0.46191,10.373191,0.0,0.58945906,3.2060246,0.0
427,0.33484906,3.713742,0.0,0.47446775,10.719035,0.0,0.40075964,2.117165,0.0
1458,0.4002298,5.1849875,0.0,0.41246235,10.334506,0.0,0.5917852,2.9204848,0.0
109,0.3009557,4.490253,0.0,0.24558777,11.212211,0.0,0.64367205,4.19683,0.0
1491,0.359788,4.891137,0.0,0.62453824,10.285494,0.0,0.4173099,3.1930127,0.0
1124,0.5675766,4.4326334,0.0,0.47880477,10.646252,0.0,0.41633505,1.8241496,0.0
893,0.13819027,3.9136782,0.0,0.5525792,11.069267,0.0,0.41001898,2.9620523,0.0
61,0.22828397,4.937773,0.0,0.668579,10.296674,0.0,0.3944519,3.2060246,0.0
1242,0.1844434,4.0961456,0.0,0.5989246,10.333372,0.0,0.526563,4.0876727,0.0
1002,0.293255,4.489686,0.0,0.29135096,10.307343,0.0,0.35881972,1.6080527,0.0
133,0.23457278,4.6075616,0.0,0.33733588,11.177651,0.0,0.48267168,3.2060246,0.0
28,0.2412065,4.2424,0.0,0.67831933,11.030768,0.0,0.37846765,1.5586048,0.0
894,0.48352894,3.441966,0.0,0.25045782,10.899258,0.0,0.43667096,4.026788,0.0
1587,0.18887173,4.999921,0.0,0.5099908,11.085078,0.0,0.4864351,3.38033,0.0
1380,0.59730643,4.361273,0.0,0.50710386,10.296674,0.0,0.51675856,3.18471,0.0
1013,0.22324973,4.003754,0.0,0.6301342,10.714466,0.0,0.3944519,3.168188,0.0
1187,0.5878263,5.4628353,0.0,0.6152274,10.362797,0.0,0.61230487,3.8207254,0.0
1162,0.40042755,5.171945,0.0,0.5293956,11.207486,0.0,0.4158214,1.9273075,0.0
439,0.39533386,3.5661123,0.0,0.35365644,10.967904,0.0,0.46071255,3.2060246,0.0
1008,0.2382425,3.705177,0.0,0.37806386,10.369229,0.0,0.732607,3.0837073,2.2591455
1071,0.16018796,4.3738184,0.0,0.6144693,10.273276,0.0,0.5039727,2.7959015,0.0
330,0.60741264,4.7922482,0.0,0.5327354,11.005584,0.0,0.642688,2.7247257,0.0
265,0.18544213,4.8927207,0.0,0.63971734,10.946346,0.0,0.4173099,3.2387562,0.0
1395,0.19011319,4.295204,0.0,0.47183174,10.790252,0.0,0.46505138,3.4234872,0.0
410,0.290202,4.0656857,0.0,0.48805538,10.52727,0.0,0.3944519,3.2387562,0.0
345,0.19549185,5.1450343,0.0,0.35404316,10.837691,0.0,0.45092207,1.5115371,0.0
1457,0.43343198,4.5813317,0.0,0.1389065,10.743036,0.0,0.4742976,1.7533613,0.0
9,0.20094526,3.7417395,0.0,0.71865624,11.128329,7.997443,0.44981056,2.1829948,0.0
1511,0.36308825,4.0527773,0.0,0.5222582,10.286455,0.0,0.32854697,2.6482956,0.0
1107,0.5507391,4.756856,0.0,0.6218848,10.296674,0.0,0.386465,1.7533613,0.0
788,0.53332406,5.1766295,0.0,0.22587563,10.769704,0.0,0.46071255,2.253563,0.0
1498,0.5375197,3.981758,0.0,0.30173907,11.16886,0.0,0.5669057,3.0843,0.0
394,0.2761458,4.5698633,0.0,0.68889123,10.362797,0.0,0.6223357,3.9481642,0.0
726,0.44384986,4.0701776,0.0,0.14039277,10.307343,0.0,0.45400083,3.6459646,0.0
4,0.40457067,4.971611,0.0,0.8209491,11.211893,9.204393,0.6223357,3.7069037,0.0
1122,0.11993798,4.6845036,0.0,0.69483453,10.36379,0.0,0.5551399,3.3974702,0.0
174,0.13881807,3.9608827,0.0,0.58323175,10.285494,0.0,0.38615346,3.85073,0.0
1210,0.23303911,4.151263,0.0,0.8335331,11.052811,9.212884,0.3945132,2.3328092,0.0
1606,0.19701801,5.5758147,0.0,0.15660183,10.477444,0.0,0.42841372,3.4987862,0.0
77,0.2324297,4.954337,0.0,0.25757372,10.850313,0.0,0.45545483,4.9400287,0.0
313,0.37812197,4.157485,0.0,0.46088904,10.351912,0.0,0.48267168,3.2060246,0.0
125,0.2111898,3.3701842,0.0,0.68866664,10.286455,0.0,0.32854697,5.190756,0.0
1550,0.314101,4.0943522,0.0,0.17485987,10.763957,0.0,0.379606,2.0706522,0.0
968,0.3378836,5.2560797,0.0,0.36382243,10.536462,0.0,0.5426148,3.0152242,0.0
1487,0.89646876,3.9535232,3.54421,0.18369916,11.190199,0.0,0.50568676,4.219974,0.0
1092,0.46212563,5.0432467,0.0,0.41414577,10.351912,0.0,0.4850096,3.2060246,0.0
715,0.5506878,3.6846342,0.0,0.49264285,10.301843,0.0,0.5991848,4.4401317,0.0
813,0.63716155,4.2331524,0.0,0.39560404,10.534554,0.0,0.48869988,3.074527,0.0
25,0.41904068,3.6277661,0.0,0.53751606,10.945359,0.0,0.46048504,3.9811323,0.0
128,0.5467201,4.144322,0.0,0.36137846,10.807572,0.0,0.43245834,2.1095088,0.0
111,0.2968882,4.2583175,0.0,0.5538487,10.285494,0.0,0.44928455,3.3888922,0.0
1521,0.20842837,4.1445293,0.0,0.41756848,11.145702,0.0,0.3863933,2.5340014,0.0
650,0.31940648,5.3394938,0.0,0.5158369,10.405303,0.0,0.3944519,3.2803104,0.0
115,0.1322736,5.122325,0.0,0.5943832,10.598199,0.0,0.5545269,2.2367847,0.0
62,0.6327422,4.9866104,0.0,0.32166106,11.209358,0.0,0.47716618,2.1826282,0.0
170,0.63845974,4.6243033,0.0,0.42413267,10.608508,0.0,0.4975227,3.0317674,0.0
622,0.3244581,4.96832,0.0,0.487253,10.793568,0.0,0.427601,3.7432127,0.0
717,0.1703107,4.003754,0.0,0.8292502,10.491683,8.700231,0.34276134,3.2841191,0.0
266,0.47224757,4.224849,0.0,0.40412372,10.774445,0.0,0.4864351,2.111421,0.0
983,0.40778345,4.280775,0.0,0.2439225,11.226438,0.0,0.45092207,2.7032497,0.0
1296,0.66573906,4.8439198,0.0,0.5449229,11.201099,0.0,0.5353285,2.6724446,0.0
637,0.5559772,3.9475996,0.0,0.5580061,11.190301,0.0,0.6191418,3.614388,0.0
640,0.76762474,4.4363384,3.4054432,0.4406627,10.714466,0.0,0.51675856,3.2060246,0.0
555,0.42032173,4.2202363,0.0,0.39243072,10.325244,0.0,0.44191766,3.2060246,0.0
506,0.36544618,4.5255184,0.0,0.53793275,10.354161,0.0,0.5052138,2.9498081,0.0
1073,0.34437734,4.707072,0.0,0.561825,10.866886,0.0,0.7115658,3.571591,2.541422
273,0.49916407,3.9656868,0.0,0.31600294,10.27668,0.0,0.47160438,1.8119203,0.0
1393,0.10868543,4.622017,0.0,0.47640166,10.494069,0.0,0.5841513,2.7354882,0.0
498,0.32412088,4.0093994,0.0,0.89876723,10.288014,9.246531,0.37846765,3.2536952,0.0
1610,0.3685967,4.3941145,0.0,0.44922826,11.226438,0.0,0.53109586,1.4992698,0.0
695,0.18888655,4.6461897,0.0,0.5772508,10.718826,0.0,0.34751046,3.5189006,0.0
579,0.4000199,4.3824673,0.0,0.5323888,10.405043,0.0,0.58945906,3.2060246,0.0
270,0.19038796,4.760762,0.0,0.49482903,10.329854,0.0,0.43949962,3.2901473,0.0
772,0.5622653,4.2183228,0.0,0.36096978,10.758828,0.0,0.46071255,2.1555624,0.0
521,0.12843718,4.5687904,0.0,0.7847393,11.157757,8.755931,0.70628035,3.776042,0.0
211,0.2997029,4.154713,0.0,0.19136998,10.459331,0.0,0.6226325,3.2797208,0.0
110,0.29742333,4.4953585,0.0,0.32660016,10.772816,0.0,0.60417885,3.096898,0.0
832,0.1780515,3.8759706,0.0,0.6957977,10.288014,0.0,0.41001898,4.340966,0.0
